"dep";"jour";"nb"
"22";2020-05-26;9
"23";2020-05-26;2
"24";2020-05-26;3
"25";2020-05-26;13
"26";2020-05-26;14
"27";2020-05-26;8
"28";2020-05-26;10
"29";2020-05-26;13
"2A";2020-05-26;5
"2B";2020-05-26;1
"30";2020-05-26;5
"31";2020-05-26;16
"32";2020-05-26;2
"33";2020-05-26;22
"34";2020-05-26;17
"35";2020-05-26;16
"36";2020-05-26;10
"37";2020-05-26;12
"38";2020-05-26;18
"39";2020-05-26;7
"40";2020-05-26;2
"41";2020-05-26;9
"42";2020-05-26;20
"43";2020-05-26;7
"44";2020-05-26;26
"45";2020-05-26;13
"46";2020-05-26;4
"47";2020-05-26;4
"48";2020-05-26;1
"49";2020-05-26;22
"50";2020-05-26;11
"51";2020-05-26;13
"52";2020-05-26;10
"53";2020-05-26;9
"54";2020-05-26;23
"55";2020-05-26;5
"56";2020-05-26;12
"57";2020-05-26;32
"58";2020-05-26;5
"59";2020-05-26;51
"60";2020-05-26;23
"61";2020-05-26;9
"62";2020-05-26;29
"63";2020-05-26;9
"64";2020-05-26;8
"65";2020-05-26;5
"66";2020-05-26;3
"67";2020-05-26;29
"68";2020-05-26;32
"69";2020-05-26;44
"70";2020-05-26;6
"71";2020-05-26;14
"72";2020-05-26;14
"73";2020-05-26;10
"74";2020-05-26;22
"75";2020-05-26;52
"76";2020-05-26;24
"77";2020-05-26;28
"78";2020-05-26;37
"79";2020-05-26;8
"80";2020-05-26;15
"81";2020-05-26;5
"82";2020-05-26;3
"83";2020-05-26;28
"84";2020-05-26;10
"85";2020-05-26;8
"86";2020-05-26;3
"87";2020-05-26;4
"88";2020-05-26;14
"89";2020-05-26;11
"90";2020-05-26;2
"91";2020-05-26;31
"92";2020-05-26;53
"93";2020-05-26;37
"94";2020-05-26;34
"95";2020-05-26;29
"971";2020-05-26;5
"972";2020-05-26;1
"973";2020-05-26;3
"974";2020-05-26;2
"976";2020-05-26;1
"01";2020-05-27;16
"02";2020-05-27;12
"03";2020-05-27;3
"04";2020-05-27;7
"05";2020-05-27;5
"06";2020-05-27;29
"07";2020-05-27;13
"08";2020-05-27;7
"09";2020-05-27;2
"10";2020-05-27;9
"11";2020-05-27;5
"12";2020-05-27;3
"13";2020-05-27;57
"14";2020-05-27;13
"15";2020-05-27;6
"16";2020-05-27;4
"17";2020-05-27;6
"18";2020-05-27;5
"19";2020-05-27;4
"21";2020-05-27;12
"22";2020-05-27;9
"23";2020-05-27;2
"24";2020-05-27;3
"25";2020-05-27;13
"26";2020-05-27;14
"27";2020-05-27;8
"28";2020-05-27;10
"29";2020-05-27;13
"2A";2020-05-27;5
"2B";2020-05-27;1
"30";2020-05-27;5
"31";2020-05-27;16
"32";2020-05-27;2
"33";2020-05-27;22
"34";2020-05-27;18
"35";2020-05-27;16
"36";2020-05-27;10
"37";2020-05-27;12
"38";2020-05-27;18
"39";2020-05-27;7
"40";2020-05-27;2
"41";2020-05-27;9
"42";2020-05-27;20
"43";2020-05-27;7
"44";2020-05-27;26
"45";2020-05-27;13
"46";2020-05-27;4
"47";2020-05-27;4
"48";2020-05-27;1
"49";2020-05-27;22
"50";2020-05-27;11
"51";2020-05-27;13
"52";2020-05-27;10
"53";2020-05-27;9
"54";2020-05-27;23
"55";2020-05-27;5
"56";2020-05-27;12
"57";2020-05-27;32
"58";2020-05-27;5
"59";2020-05-27;51
"60";2020-05-27;23
"61";2020-05-27;9
"62";2020-05-27;29
"63";2020-05-27;9
"64";2020-05-27;8
"65";2020-05-27;5
"66";2020-05-27;3
"67";2020-05-27;29
"68";2020-05-27;32
"69";2020-05-27;46
"70";2020-05-27;6
"71";2020-05-27;14
"72";2020-05-27;14
"73";2020-05-27;10
"74";2020-05-27;22
"75";2020-05-27;52
"76";2020-05-27;24
"77";2020-05-27;28
"78";2020-05-27;37
"79";2020-05-27;8
"80";2020-05-27;15
"81";2020-05-27;5
"82";2020-05-27;3
"83";2020-05-27;28
"84";2020-05-27;10
"85";2020-05-27;8
"86";2020-05-27;3
"87";2020-05-27;4
"88";2020-05-27;14
"89";2020-05-27;11
"90";2020-05-27;2
"91";2020-05-27;31
"92";2020-05-27;53
"93";2020-05-27;37
"94";2020-05-27;34
"95";2020-05-27;29
"971";2020-05-27;5
"972";2020-05-27;1
"973";2020-05-27;3
"974";2020-05-27;2
"976";2020-05-27;1
"01";2020-05-28;16
"02";2020-05-28;12
"03";2020-05-28;3
"04";2020-05-28;7
"05";2020-05-28;5
"06";2020-05-28;29
"07";2020-05-28;13
"08";2020-05-28;7
"09";2020-05-28;2
"10";2020-05-28;9
"11";2020-05-28;5
"12";2020-05-28;3
"13";2020-05-28;57
"14";2020-05-28;13
"15";2020-05-28;6
"16";2020-05-28;4
"17";2020-05-28;6
"18";2020-05-28;5
"19";2020-05-28;4
"21";2020-05-28;12
"22";2020-05-28;9
"23";2020-05-28;2
"24";2020-05-28;3
"25";2020-05-28;13
"26";2020-05-28;14
"27";2020-05-28;8
"28";2020-05-28;10
"29";2020-05-28;13
"2A";2020-05-28;5
"2B";2020-05-28;1
"30";2020-05-28;5
"31";2020-05-28;16
"32";2020-05-28;2
"33";2020-05-28;22
"34";2020-05-28;18
"35";2020-05-28;16
"36";2020-05-28;10
"37";2020-05-28;12
"38";2020-05-28;18
"39";2020-05-28;7
"40";2020-05-28;2
"41";2020-05-28;9
"42";2020-05-28;20
"43";2020-05-28;7
"44";2020-05-28;26
"45";2020-05-28;13
"46";2020-05-28;4
"47";2020-05-28;4
"48";2020-05-28;1
"49";2020-05-28;22
"50";2020-05-28;11
"51";2020-05-28;13
"52";2020-05-28;11
"53";2020-05-28;9
"54";2020-05-28;23
"55";2020-05-28;5
"56";2020-05-28;12
"57";2020-05-28;32
"58";2020-05-28;5
"59";2020-05-28;51
"60";2020-05-28;23
"61";2020-05-28;9
"62";2020-05-28;29
"63";2020-05-28;9
"64";2020-05-28;8
"65";2020-05-28;5
"66";2020-05-28;3
"67";2020-05-28;29
"68";2020-05-28;32
"69";2020-05-28;46
"70";2020-05-28;6
"71";2020-05-28;14
"72";2020-05-28;14
"73";2020-05-28;10
"74";2020-05-28;22
"75";2020-05-28;52
"76";2020-05-28;24
"77";2020-05-28;29
"78";2020-05-28;37
"79";2020-05-28;8
"80";2020-05-28;15
"81";2020-05-28;5
"82";2020-05-28;3
"83";2020-05-28;28
"84";2020-05-28;10
"85";2020-05-28;8
"86";2020-05-28;3
"87";2020-05-28;4
"88";2020-05-28;14
"89";2020-05-28;11
"90";2020-05-28;2
"91";2020-05-28;31
"92";2020-05-28;53
"93";2020-05-28;37
"94";2020-05-28;34
"95";2020-05-28;29
"971";2020-05-28;5
"972";2020-05-28;1
"973";2020-05-28;3
"974";2020-05-28;2
"976";2020-05-28;1
"01";2020-05-29;16
"02";2020-05-29;12
"03";2020-05-29;3
"04";2020-05-29;7
"05";2020-05-29;5
"06";2020-05-29;29
"07";2020-05-29;13
"08";2020-05-29;7
"09";2020-05-29;2
"10";2020-05-29;9
"11";2020-05-29;5
"12";2020-05-29;3
"13";2020-05-29;57
"14";2020-05-29;13
"15";2020-05-29;6
"16";2020-05-29;4
"17";2020-05-29;6
"18";2020-05-29;5
"19";2020-05-29;4
"21";2020-05-29;12
"22";2020-05-29;9
"23";2020-05-29;2
"24";2020-05-29;3
"25";2020-05-29;13
"26";2020-05-29;14
"27";2020-05-29;8
"28";2020-05-29;10
"29";2020-05-29;13
"2A";2020-05-29;5
"2B";2020-05-29;1
"30";2020-05-29;5
"31";2020-05-29;16
"32";2020-05-29;2
"33";2020-05-29;22
"34";2020-05-29;18
"35";2020-05-29;16
"36";2020-05-29;10
"37";2020-05-29;12
"38";2020-05-29;18
"39";2020-05-29;7
"40";2020-05-29;2
"41";2020-05-29;9
"42";2020-05-29;20
"43";2020-05-29;7
"44";2020-05-29;26
"45";2020-05-29;13
"46";2020-05-29;4
"47";2020-05-29;4
"48";2020-05-29;1
"49";2020-05-29;22
"50";2020-05-29;11
"51";2020-05-29;13
"52";2020-05-29;11
"53";2020-05-29;9
"54";2020-05-29;23
"55";2020-05-29;5
"56";2020-05-29;12
"57";2020-05-29;32
"58";2020-05-29;6
"59";2020-05-29;51
"60";2020-05-29;23
"61";2020-05-29;9
"62";2020-05-29;29
"63";2020-05-29;9
"64";2020-05-29;8
"65";2020-05-29;4
"66";2020-05-29;3
"67";2020-05-29;29
"68";2020-05-29;33
"69";2020-05-29;46
"70";2020-05-29;6
"71";2020-05-29;14
"72";2020-05-29;14
"73";2020-05-29;10
"74";2020-05-29;22
"75";2020-05-29;52
"76";2020-05-29;24
"77";2020-05-29;29
"78";2020-05-29;37
"79";2020-05-29;8
"80";2020-05-29;15
"81";2020-05-29;5
"82";2020-05-29;3
"83";2020-05-29;28
"84";2020-05-29;10
"85";2020-05-29;8
"86";2020-05-29;3
"87";2020-05-29;4
"88";2020-05-29;14
"89";2020-05-29;11
"90";2020-05-29;2
"91";2020-05-29;31
"92";2020-05-29;53
"93";2020-05-29;37
"94";2020-05-29;34
"95";2020-05-29;29
"971";2020-05-29;5
"972";2020-05-29;1
"973";2020-05-29;3
"974";2020-05-29;3
"976";2020-05-29;1
"01";2020-05-30;16
"02";2020-05-30;12
"03";2020-05-30;3
"04";2020-05-30;7
"05";2020-05-30;5
"06";2020-05-30;29
"07";2020-05-30;13
"08";2020-05-30;7
"09";2020-05-30;2
"10";2020-05-30;9
"11";2020-05-30;5
"12";2020-05-30;3
"13";2020-05-30;57
"14";2020-05-30;13
"15";2020-05-30;6
"16";2020-05-30;4
"17";2020-05-30;6
"18";2020-05-30;5
"19";2020-05-30;4
"21";2020-05-30;12
"22";2020-05-30;9
"23";2020-05-30;2
"24";2020-05-30;3
"25";2020-05-30;13
"26";2020-05-30;14
"27";2020-05-30;8
"28";2020-05-30;10
"29";2020-05-30;13
"2A";2020-05-30;5
"2B";2020-05-30;1
"30";2020-05-30;5
"31";2020-05-30;16
"32";2020-05-30;2
"33";2020-05-30;22
"34";2020-05-30;18
"35";2020-05-30;16
"36";2020-05-30;10
"37";2020-05-30;13
"38";2020-05-30;18
"39";2020-05-30;7
"40";2020-05-30;2
"41";2020-05-30;9
"42";2020-05-30;20
"43";2020-05-30;7
"44";2020-05-30;26
"45";2020-05-30;13
"46";2020-05-30;4
"47";2020-05-30;4
"48";2020-05-30;1
"49";2020-05-30;22
"50";2020-05-30;11
"51";2020-05-30;13
"52";2020-05-30;11
"53";2020-05-30;9
"54";2020-05-30;23
"55";2020-05-30;5
"56";2020-05-30;12
"57";2020-05-30;32
"58";2020-05-30;6
"59";2020-05-30;51
"60";2020-05-30;23
"61";2020-05-30;9
"62";2020-05-30;29
"63";2020-05-30;9
"64";2020-05-30;8
"65";2020-05-30;4
"66";2020-05-30;3
"67";2020-05-30;29
"68";2020-05-30;33
"69";2020-05-30;46
"70";2020-05-30;6
"71";2020-05-30;14
"72";2020-05-30;14
"73";2020-05-30;10
"74";2020-05-30;22
"75";2020-05-30;52
"76";2020-05-30;24
"77";2020-05-30;29
"78";2020-05-30;37
"79";2020-05-30;8
"80";2020-05-30;15
"81";2020-05-30;5
"82";2020-05-30;3
"83";2020-05-30;28
"84";2020-05-30;10
"85";2020-05-30;8
"86";2020-05-30;3
"87";2020-05-30;4
"88";2020-05-30;14
"89";2020-05-30;11
"90";2020-05-30;2
"91";2020-05-30;31
"92";2020-05-30;53
"93";2020-05-30;37
"94";2020-05-30;34
"95";2020-05-30;29
"971";2020-05-30;5
"972";2020-05-30;1
"973";2020-05-30;3
"974";2020-05-30;3
"976";2020-05-30;1
"01";2020-05-31;16
"02";2020-05-31;12
"03";2020-05-31;3
"04";2020-05-31;7
"05";2020-05-31;5
"06";2020-05-31;29
"07";2020-05-31;13
"08";2020-05-31;7
"09";2020-05-31;2
"10";2020-05-31;9
"11";2020-05-31;5
"12";2020-05-31;3
"13";2020-05-31;57
"14";2020-05-31;13
"15";2020-05-31;6
"16";2020-05-31;4
"17";2020-05-31;6
"18";2020-05-31;5
"19";2020-05-31;4
"21";2020-05-31;12
"22";2020-05-31;9
"23";2020-05-31;2
"24";2020-05-31;3
"25";2020-05-31;13
"26";2020-05-31;14
"27";2020-05-31;8
"28";2020-05-31;10
"29";2020-05-31;13
"2A";2020-05-31;5
"2B";2020-05-31;1
"30";2020-05-31;5
"31";2020-05-31;16
"32";2020-05-31;2
"33";2020-05-31;22
"34";2020-05-31;18
"35";2020-05-31;16
"36";2020-05-31;10
"37";2020-05-31;13
"38";2020-05-31;18
"39";2020-05-31;7
"40";2020-05-31;2
"41";2020-05-31;9
"42";2020-05-31;20
"43";2020-05-31;7
"44";2020-05-31;26
"45";2020-05-31;13
"46";2020-05-31;4
"47";2020-05-31;4
"48";2020-05-31;1
"49";2020-05-31;22
"50";2020-05-31;11
"51";2020-05-31;13
"52";2020-05-31;11
"53";2020-05-31;9
"54";2020-05-31;23
"55";2020-05-31;5
"56";2020-05-31;12
"57";2020-05-31;32
"58";2020-05-31;6
"59";2020-05-31;51
"60";2020-05-31;23
"61";2020-05-31;9
"62";2020-05-31;29
"63";2020-05-31;9
"64";2020-05-31;8
"65";2020-05-31;4
"66";2020-05-31;3
"67";2020-05-31;29
"68";2020-05-31;33
"69";2020-05-31;46
"70";2020-05-31;6
"71";2020-05-31;14
"72";2020-05-31;14
"73";2020-05-31;10
"74";2020-05-31;22
"75";2020-05-31;52
"76";2020-05-31;24
"77";2020-05-31;29
"78";2020-05-31;37
"79";2020-05-31;8
"80";2020-05-31;15
"81";2020-05-31;5
"82";2020-05-31;3
"83";2020-05-31;28
"84";2020-05-31;10
"85";2020-05-31;8
"86";2020-05-31;3
"87";2020-05-31;4
"88";2020-05-31;14
"89";2020-05-31;11
"90";2020-05-31;2
"91";2020-05-31;31
"92";2020-05-31;53
"93";2020-05-31;37
"94";2020-05-31;34
"95";2020-05-31;29
"971";2020-05-31;5
"972";2020-05-31;1
"973";2020-05-31;3
"974";2020-05-31;3
"976";2020-05-31;1
"01";2020-06-01;16
"02";2020-06-01;12
"03";2020-06-01;3
"04";2020-06-01;7
"05";2020-06-01;5
"06";2020-06-01;29
"07";2020-06-01;13
"08";2020-06-01;7
"09";2020-06-01;2
"10";2020-06-01;9
"11";2020-06-01;5
"12";2020-06-01;3
"13";2020-06-01;57
"14";2020-06-01;13
"15";2020-06-01;6
"16";2020-06-01;4
"17";2020-06-01;6
"18";2020-06-01;5
"19";2020-06-01;4
"21";2020-06-01;12
"22";2020-06-01;9
"23";2020-06-01;2
"24";2020-06-01;3
"25";2020-06-01;13
"26";2020-06-01;14
"27";2020-06-01;8
"28";2020-06-01;10
"29";2020-06-01;13
"2A";2020-06-01;5
"2B";2020-06-01;1
"30";2020-06-01;5
"31";2020-06-01;16
"32";2020-06-01;2
"33";2020-06-01;22
"34";2020-06-01;18
"35";2020-06-01;16
"36";2020-06-01;10
"37";2020-06-01;13
"38";2020-06-01;18
"39";2020-06-01;7
"40";2020-06-01;2
"41";2020-06-01;9
"42";2020-06-01;20
"43";2020-06-01;7
"44";2020-06-01;26
"45";2020-06-01;13
"46";2020-06-01;4
"47";2020-06-01;4
"48";2020-06-01;1
"49";2020-06-01;22
"50";2020-06-01;11
"51";2020-06-01;13
"52";2020-06-01;11
"53";2020-06-01;9
"54";2020-06-01;23
"55";2020-06-01;5
"56";2020-06-01;12
"57";2020-06-01;32
"58";2020-06-01;6
"59";2020-06-01;51
"60";2020-06-01;23
"61";2020-06-01;9
"62";2020-06-01;29
"63";2020-06-01;9
"64";2020-06-01;8
"65";2020-06-01;4
"66";2020-06-01;3
"67";2020-06-01;29
"68";2020-06-01;33
"69";2020-06-01;46
"70";2020-06-01;6
"71";2020-06-01;14
"72";2020-06-01;14
"73";2020-06-01;10
"74";2020-06-01;22
"75";2020-06-01;52
"76";2020-06-01;24
"77";2020-06-01;29
"78";2020-06-01;37
"79";2020-06-01;8
"80";2020-06-01;15
"81";2020-06-01;5
"82";2020-06-01;3
"83";2020-06-01;28
"84";2020-06-01;10
"85";2020-06-01;8
"86";2020-06-01;3
"87";2020-06-01;4
"88";2020-06-01;14
"89";2020-06-01;11
"90";2020-06-01;2
"91";2020-06-01;31
"92";2020-06-01;53
"93";2020-06-01;37
"94";2020-06-01;34
"95";2020-06-01;29
"971";2020-06-01;5
"972";2020-06-01;1
"973";2020-06-01;3
"974";2020-06-01;3
"976";2020-06-01;1
"01";2020-06-02;16
"02";2020-06-02;12
"03";2020-06-02;3
"04";2020-06-02;7
"05";2020-06-02;5
"06";2020-06-02;29
"07";2020-06-02;13
"08";2020-06-02;7
"09";2020-06-02;2
"10";2020-06-02;9
"11";2020-06-02;5
"12";2020-06-02;3
"13";2020-06-02;57
"14";2020-06-02;13
"15";2020-06-02;6
"16";2020-06-02;4
"17";2020-06-02;6
"18";2020-06-02;5
"19";2020-06-02;4
"21";2020-06-02;12
"22";2020-06-02;9
"23";2020-06-02;2
"24";2020-06-02;3
"25";2020-06-02;13
"26";2020-06-02;14
"27";2020-06-02;8
"28";2020-06-02;10
"29";2020-06-02;13
"2A";2020-06-02;5
"2B";2020-06-02;1
"30";2020-06-02;5
"31";2020-06-02;16
"32";2020-06-02;2
"33";2020-06-02;22
"34";2020-06-02;18
"35";2020-06-02;16
"36";2020-06-02;10
"37";2020-06-02;13
"38";2020-06-02;18
"39";2020-06-02;7
"40";2020-06-02;2
"41";2020-06-02;9
"42";2020-06-02;20
"43";2020-06-02;7
"44";2020-06-02;26
"45";2020-06-02;13
"46";2020-06-02;4
"47";2020-06-02;4
"48";2020-06-02;1
"49";2020-06-02;22
"50";2020-06-02;11
"51";2020-06-02;13
"52";2020-06-02;11
"53";2020-06-02;9
"54";2020-06-02;23
"55";2020-06-02;5
"56";2020-06-02;12
"57";2020-06-02;32
"58";2020-06-02;6
"59";2020-06-02;51
"60";2020-06-02;23
"61";2020-06-02;9
"62";2020-06-02;29
"63";2020-06-02;9
"64";2020-06-02;8
"65";2020-06-02;4
"66";2020-06-02;3
"67";2020-06-02;29
"68";2020-06-02;33
"69";2020-06-02;46
"70";2020-06-02;6
"71";2020-06-02;14
"72";2020-06-02;14
"73";2020-06-02;10
"74";2020-06-02;22
"75";2020-06-02;52
"76";2020-06-02;24
"77";2020-06-02;29
"78";2020-06-02;37
"79";2020-06-02;8
"80";2020-06-02;15
"81";2020-06-02;5
"82";2020-06-02;3
"83";2020-06-02;28
"84";2020-06-02;10
"85";2020-06-02;8
"86";2020-06-02;3
"87";2020-06-02;4
"88";2020-06-02;14
"89";2020-06-02;11
"90";2020-06-02;2
"91";2020-06-02;31
"92";2020-06-02;53
"93";2020-06-02;37
"94";2020-06-02;34
"95";2020-06-02;29
"971";2020-06-02;5
"972";2020-06-02;1
"973";2020-06-02;3
"974";2020-06-02;3
"976";2020-06-02;1
"01";2020-06-03;16
"02";2020-06-03;12
"03";2020-06-03;3
"04";2020-06-03;7
"05";2020-06-03;5
"06";2020-06-03;29
"07";2020-06-03;13
"08";2020-06-03;7
"09";2020-06-03;2
"10";2020-06-03;9
"11";2020-06-03;5
"12";2020-06-03;3
"13";2020-06-03;58
"14";2020-06-03;13
"15";2020-06-03;6
"16";2020-06-03;4
"17";2020-06-03;6
"18";2020-06-03;5
"19";2020-06-03;4
"21";2020-06-03;12
"22";2020-06-03;9
"23";2020-06-03;2
"24";2020-06-03;3
"25";2020-06-03;13
"26";2020-06-03;14
"27";2020-06-03;8
"28";2020-06-03;10
"29";2020-06-03;13
"2A";2020-06-03;5
"2B";2020-06-03;1
"30";2020-06-03;5
"31";2020-06-03;16
"32";2020-06-03;2
"33";2020-06-03;22
"34";2020-06-03;18
"35";2020-06-03;16
"36";2020-06-03;10
"37";2020-06-03;13
"38";2020-06-03;18
"39";2020-06-03;7
"40";2020-06-03;2
"41";2020-06-03;9
"42";2020-06-03;20
"43";2020-06-03;7
"44";2020-06-03;26
"45";2020-06-03;13
"46";2020-06-03;4
"47";2020-06-03;4
"48";2020-06-03;1
"49";2020-06-03;22
"50";2020-06-03;11
"51";2020-06-03;13
"52";2020-06-03;11
"53";2020-06-03;9
"54";2020-06-03;24
"55";2020-06-03;5
"56";2020-06-03;12
"57";2020-06-03;32
"58";2020-06-03;6
"59";2020-06-03;51
"60";2020-06-03;23
"61";2020-06-03;9
"62";2020-06-03;29
"63";2020-06-03;9
"64";2020-06-03;8
"65";2020-06-03;4
"66";2020-06-03;3
"67";2020-06-03;29
"68";2020-06-03;33
"69";2020-06-03;48
"70";2020-06-03;6
"71";2020-06-03;14
"72";2020-06-03;14
"73";2020-06-03;10
"74";2020-06-03;22
"75";2020-06-03;52
"76";2020-06-03;24
"77";2020-06-03;29
"78";2020-06-03;37
"79";2020-06-03;8
"80";2020-06-03;15
"81";2020-06-03;5
"82";2020-06-03;3
"83";2020-06-03;28
"84";2020-06-03;10
"85";2020-06-03;8
"86";2020-06-03;3
"87";2020-06-03;4
"88";2020-06-03;14
"89";2020-06-03;11
"90";2020-06-03;2
"91";2020-06-03;31
"92";2020-06-03;53
"93";2020-06-03;37
"94";2020-06-03;34
"95";2020-06-03;29
"971";2020-06-03;5
"972";2020-06-03;1
"973";2020-06-03;3
"974";2020-06-03;3
"976";2020-06-03;1
"01";2020-06-04;16
"02";2020-06-04;12
"03";2020-06-04;3
"04";2020-06-04;7
"05";2020-06-04;5
"06";2020-06-04;29
"07";2020-06-04;13
"08";2020-06-04;7
"09";2020-06-04;2
"10";2020-06-04;9
"11";2020-06-04;5
"12";2020-06-04;3
"13";2020-06-04;58
"14";2020-06-04;13
"15";2020-06-04;6
"16";2020-06-04;4
"17";2020-06-04;6
"18";2020-06-04;5
"19";2020-06-04;4
"21";2020-06-04;12
"22";2020-06-04;9
"23";2020-06-04;2
"24";2020-06-04;3
"25";2020-06-04;13
"26";2020-06-04;14
"27";2020-06-04;8
"28";2020-06-04;10
"29";2020-06-04;13
"2A";2020-06-04;5
"2B";2020-06-04;1
"30";2020-06-04;5
"31";2020-06-04;16
"32";2020-06-04;2
"33";2020-06-04;22
"34";2020-06-04;18
"35";2020-06-04;16
"36";2020-06-04;10
"37";2020-06-04;13
"38";2020-06-04;18
"39";2020-06-04;7
"40";2020-06-04;2
"41";2020-06-04;9
"42";2020-06-04;20
"43";2020-06-04;7
"44";2020-06-04;26
"45";2020-06-04;13
"46";2020-06-04;4
"47";2020-06-04;4
"48";2020-06-04;1
"49";2020-06-04;22
"50";2020-06-04;11
"51";2020-06-04;13
"52";2020-06-04;11
"53";2020-06-04;9
"54";2020-06-04;25
"55";2020-06-04;5
"56";2020-06-04;12
"57";2020-06-04;32
"58";2020-06-04;6
"59";2020-06-04;51
"60";2020-06-04;23
"61";2020-06-04;9
"62";2020-06-04;29
"63";2020-06-04;9
"64";2020-06-04;8
"65";2020-06-04;4
"66";2020-06-04;3
"67";2020-06-04;29
"68";2020-06-04;33
"69";2020-06-04;48
"70";2020-06-04;6
"71";2020-06-04;14
"72";2020-06-04;14
"73";2020-06-04;10
"74";2020-06-04;22
"75";2020-06-04;52
"76";2020-06-04;24
"77";2020-06-04;29
"78";2020-06-04;37
"79";2020-06-04;8
"80";2020-06-04;15
"81";2020-06-04;5
"82";2020-06-04;3
"83";2020-06-04;28
"84";2020-06-04;10
"85";2020-06-04;8
"86";2020-06-04;3
"87";2020-06-04;4
"88";2020-06-04;14
"89";2020-06-04;11
"90";2020-06-04;2
"91";2020-06-04;31
"92";2020-06-04;53
"93";2020-06-04;37
"94";2020-06-04;34
"95";2020-06-04;29
"971";2020-06-04;5
"972";2020-06-04;1
"973";2020-06-04;3
"974";2020-06-04;3
"976";2020-06-04;1
"01";2020-06-05;16
"02";2020-06-05;12
"03";2020-06-05;3
"04";2020-06-05;7
"05";2020-06-05;5
"06";2020-06-05;29
"07";2020-06-05;13
"08";2020-06-05;7
"09";2020-06-05;2
"10";2020-06-05;9
"11";2020-06-05;5
"12";2020-06-05;3
"13";2020-06-05;58
"14";2020-06-05;13
"15";2020-06-05;6
"16";2020-06-05;4
"17";2020-06-05;6
"18";2020-06-05;5
"19";2020-06-05;4
"21";2020-06-05;12
"22";2020-06-05;9
"23";2020-06-05;2
"24";2020-06-05;3
"25";2020-06-05;13
"26";2020-06-05;14
"27";2020-06-05;8
"28";2020-06-05;10
"29";2020-06-05;13
"2A";2020-06-05;5
"2B";2020-06-05;1
"30";2020-06-05;5
"31";2020-06-05;16
"32";2020-06-05;2
"33";2020-06-05;22
"34";2020-06-05;18
"35";2020-06-05;16
"36";2020-06-05;10
"37";2020-06-05;13
"38";2020-06-05;18
"39";2020-06-05;7
"40";2020-06-05;2
"41";2020-06-05;9
"42";2020-06-05;20
"43";2020-06-05;7
"44";2020-06-05;26
"45";2020-06-05;13
"46";2020-06-05;4
"47";2020-06-05;4
"48";2020-06-05;1
"49";2020-06-05;22
"50";2020-06-05;11
"51";2020-06-05;13
"52";2020-06-05;11
"53";2020-06-05;9
"54";2020-06-05;25
"55";2020-06-05;5
"56";2020-06-05;12
"57";2020-06-05;32
"58";2020-06-05;6
"59";2020-06-05;51
"60";2020-06-05;23
"61";2020-06-05;9
"62";2020-06-05;29
"63";2020-06-05;9
"64";2020-06-05;8
"65";2020-06-05;4
"66";2020-06-05;3
"67";2020-06-05;29
"68";2020-06-05;33
"69";2020-06-05;48
"70";2020-06-05;6
"71";2020-06-05;14
"72";2020-06-05;14
"73";2020-06-05;10
"74";2020-06-05;22
"75";2020-06-05;52
"76";2020-06-05;24
"77";2020-06-05;29
"78";2020-06-05;37
"79";2020-06-05;8
"80";2020-06-05;15
"81";2020-06-05;5
"82";2020-06-05;3
"83";2020-06-05;28
"84";2020-06-05;10
"85";2020-06-05;8
"86";2020-06-05;3
"87";2020-06-05;4
"88";2020-06-05;14
"89";2020-06-05;11
"90";2020-06-05;2
"91";2020-06-05;31
"92";2020-06-05;53
"93";2020-06-05;37
"94";2020-06-05;34
"95";2020-06-05;29
"971";2020-06-05;5
"972";2020-06-05;1
"973";2020-06-05;3
"974";2020-06-05;3
"976";2020-06-05;1
"01";2020-06-06;16
"02";2020-06-06;13
"03";2020-06-06;3
"04";2020-06-06;7
"05";2020-06-06;5
"06";2020-06-06;29
"07";2020-06-06;13
"08";2020-06-06;7
"09";2020-06-06;2
"10";2020-06-06;9
"11";2020-06-06;5
"12";2020-06-06;3
"13";2020-06-06;59
"14";2020-06-06;13
"15";2020-06-06;6
"16";2020-06-06;4
"17";2020-06-06;6
"18";2020-06-06;5
"19";2020-06-06;4
"21";2020-06-06;12
"22";2020-06-06;9
"23";2020-06-06;2
"24";2020-06-06;3
"25";2020-06-06;13
"26";2020-06-06;14
"27";2020-06-06;8
"28";2020-06-06;10
"29";2020-06-06;13
"2A";2020-06-06;5
"2B";2020-06-06;1
"30";2020-06-06;5
"31";2020-06-06;16
"32";2020-06-06;2
"33";2020-06-06;22
"34";2020-06-06;18
"35";2020-06-06;16
"36";2020-06-06;10
"37";2020-06-06;13
"38";2020-06-06;18
"39";2020-06-06;7
"40";2020-06-06;2
"41";2020-06-06;9
"42";2020-06-06;20
"43";2020-06-06;7
"44";2020-06-06;26
"45";2020-06-06;13
"46";2020-06-06;4
"47";2020-06-06;4
"48";2020-06-06;1
"49";2020-06-06;22
"50";2020-06-06;11
"51";2020-06-06;13
"52";2020-06-06;11
"53";2020-06-06;9
"54";2020-06-06;25
"55";2020-06-06;5
"56";2020-06-06;12
"57";2020-06-06;32
"58";2020-06-06;6
"59";2020-06-06;51
"60";2020-06-06;23
"61";2020-06-06;9
"62";2020-06-06;29
"63";2020-06-06;9
"64";2020-06-06;8
"65";2020-06-06;4
"66";2020-06-06;3
"67";2020-06-06;29
"68";2020-06-06;33
"69";2020-06-06;48
"70";2020-06-06;6
"71";2020-06-06;14
